Bigram-2 Words
defense empty
empty filled
filled humanitarian
humanitarian aid
aid jacob
jacob rees-mogg
rees-mogg dismisses
dismisses fluff
fluff folk
folk think
think people
people going
going wake
wake help
help remove
remove utter
utter bastard
bastard he's
he's using
using convince
convince voter
voter pm
pm lie
lie break
break law
law big
big deal
deal absolute
absolute gutter
gutter politics
politics 
 yemen
yemen upset
upset worried
worried ukrainian
ukrainian child
child shelter
shelter worried
worried child
child know
know human
human journalist
journalist currently
currently detention
detention presumably
presumably contact
contact allowed
allowed neither
neither wife
wife lawyer
lawyer please
please spread
spread widely
widely help
help avert
avert tragedy
tragedy case
case already
already mentioned
mentioned twice
twice refugees
refugees west
west fleeing
fleeing war
war face
face dicrimination
dicrimination harassment
harassment local
local :'d
:'d ear
ear displaced
displaced people
people ukrainian
ukrainian language
language spoken
spoken ukraine
ukraine can't
can't learn
learn there's
there's difference'fig
difference'fig languages
languages ukraine
ukraine russian
russian mt-lb
mt-lb recently
recently repaired
repaired given
given distinctive
distinctive paintjob
paintjob put
put service
service ukrainian
ukrainian side
side near
near city
city world's
world's attention
attention turned
turned unleashed
unleashed ethiopian
ethiopian eritrean
eritrean force
force unimpeded
unimpeded injustice
injustice anywhere
anywhere threat
threat justice
justice everywhere
everywhere world's
world's compassion
compassion extend
extend innocent
innocent civilian
civilian tigray
tigray first
first thought
thought putin's
putin's attempt
attempt mock
mock support
support understand
understand would
would let
let happenaren
happenaren like
like million
million check
check go
go onboard
onboard spaceship
spaceship launch
launch geography
geography tough
tough heres
heres guide
guide russian
russian soldier
soldier keep
keep getting
getting lost
lost accidentally
accidentally entering
entering world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished world
world contends
contends war
war chief
chief warns
warns nowhere
nowhere earth
earth people
people risk
risk general
general andrey
andrey mordvichev
mordvichev dead
dead burn
burn hell
hell mf
mf living
living denialliving
denialliving hateliving
hateliving liesvsliving
liesvsliving hopeliving
hopeliving helldying
helldying live
live video
video justice
justice reduced
reduced failed
failed state
state known
known war
war day
day ago
ago family
family home
home happy
happy life
life day
day ago
ago house
house destroyed
destroyed result
result bombardment
bombardment central
central alyona
alyona daughter
daughter nastya
nastya live
live metro
metro meagre
meagre possession
possession photo
photo everything
everything prime
prime minister
minister boris
boris johnson
johnson said
said would
would mistake
mistake normalize
normalize relation
relation president
president vladimir
vladimir putin
putin event
event donate
donate support
support ukrainian
ukrainian red
red cross
cross work
work help
help civilian
civilian difficult
difficult time
time ukraine
ukraine donate
donate urcs
urcs website
website iraiser
iraiser platform
platform please
please share
share another
another intercept
intercept near
near nothing
nothing week
week mean
mean gone
gone wont
wont surrender
surrender cut
cut pows
pows ear
ear broke
broke finger
finger think
think theyd
theyd treat
treat better
better would
would go
go russia
russia would
would people
people feel
feel tigreans
tigreans feeling
feeling white
white life
life might
might high
high value
value vo
vo bath
bath adulation
adulation genocidal
genocidal regime
regime world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished found
found military
military bridge
bridge river
river near
near km
km north-west
north-west sviatoshyn
sviatoshyn airfield
airfield likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join compare
compare slaughter
slaughter innocent
innocent folly
folly british
british privileged
privileged lets
lets make
make sure
sure succeed
succeed go
go clicker
clicker team
team pls
pls rt
rt pls
pls come
come back
back est
est bonus
bonus click
click uk
uk world
world continues
continues focus
focus million
million silently
silently suffering
suffering ic
ic must
must recognise
recognise hold
hold account
account bring
bring end
end suffering
suffering war
war friends
friends need
need help
help ed
ed stelmach
stelmach could
could sit
sit watch
watch ukrainians
ukrainians suffer
suffer amazing
amazing corporate
corporate support
support shipping
shipping humanitarian
humanitarian aid
aid medical
medical firefighting
firefighting equipment
equipment need
need donation
donation good
good please
please contribute
contribute retweet
retweet eth
eth hope
hope better
better peaceful
peaceful spring
spring eth
eth donated
donated friends
friends need
need help
help ed
ed stelmach
stelmach could
could sit
sit watch
watch ukrainians
ukrainians suffer
suffer amazing
amazing corporate
corporate support
support shipping
shipping humanitarian
humanitarian aid
aid medical
medical firefighting
firefighting equipment
equipment need
need donation
donation good
good please
please contribute
contribute retweet
retweet chernihiv
chernihiv russian
russian troop
troop fired
fired people
people standing
standing line
line bread
bread bad
bad person
person donated
donated k
k support
support people
people via
via friend
friend k
k directly
directly almost
almost overhead
overhead ukrainian
ukrainian family
family need
need match
match next
next k
k vc
vc folk
folk donate
donate please
please dm
dm tweet
tweet lmk
lmk slava
slava ukraini
ukraini lets
lets make
make world
world better
better place
place 
 support
support humanitarian
humanitarian aid
aid sent
sent across
across click
click tip
tip support
support russia
russia play
play substantial
substantial role
role global
global food
food production
production supply
supply world
world largest
largest exporter
exporter latest
latest article
article director-general
director-general qu
qu dongyu
dongyu look
look mean
mean global
global state
state security
security service
service kidnapped
kidnapped home
home journalist
journalist physicist
physicist progressive
progressive yuri
yuri neutral
neutral observer
observer war
war whose
whose sole
sole fault
fault cheerlead
cheerlead regime
regime loved
loved ukraine
ukraine another
another intercept
intercept near
near nothing
nothing week
week mean
mean gone
gone wont
wont surrender
surrender cut
cut pows
pows ear
ear broke
broke finger
finger think
think theyd
theyd treat
treat better
better finally
finally america
america president
president everybody
everybody love
love sky-high
sky-high approval
approval rating
rating president
president still
still since
since declaring
declaring cyber
cyber war
war kremlin's
kremlin's criminal
criminal regime
regime hacked
hacked website
website russian
russian belarusian
belarusian gov't
gov't state
state medium
medium outlet
outlet bank
bank hospital
hospital airport
airport company
company pro-russian
pro-russian hacking
hacking group
